the_geom,year_date,cartodb_id,the_geom_webmercator,year,cf,company,geocode,municipality,uf,status,capacity,capacity_source,cnpj,lat,long,resolution
0101000020E6100000923B1169C0D449C0779BDC9497F735C0,2005-01-01,280,0101000020110F0000D6F59A4636F055C1406FFF3A9F2143C1,2005,CF038,SINA,3547700,SANTO ANASTACIO,SP,ATIVA,500,NA,06.348.804/0001-62,-21.9671567,-51.6621219,POINT
0101000020E6100000923B1169C0D449C0779BDC9497F735C0,2006-01-01,281,0101000020110F0000D6F59A4636F055C1406FFF3A9F2143C1,2006,CF038,SINA,3547700,SANTO ANASTACIO,SP,ATIVA,500,NA,06.348.804/0001-62,-21.9671567,-51.6621219,POINT
0101000020E6100000B936548CF31348C058CA32C4B1AE32C0,2010-01-01,1,0101000020110F0000EFB855BB0B7354C19F550F8EE52740C1,2010,CF001,SELECTA,3103504,ARAGUARI,MG,ATIVA,2000,NA,00.969.790/0005-41,-18.6824,-48.15587,POINT
0101000020E6100000B936548CF31348C058CA32C4B1AE32C0,2011-01-01,2,0101000020110F0000EFB855BB0B7354C19F550F8EE52740C1,2011,CF001,SELECTA,3103504,ARAGUARI,MG,ATIVA,2000,http://www.abiove.org.br/site/_FILES/Portugues/02102012-102007-ranking_cidades_esmagamento_de_oleaginosas.pdf,00.969.790/0005-41,-18.6824,-48.15587,POINT
0101000020E6100000B936548CF31348C058CA32C4B1AE32C0,2012-01-01,3,0101000020110F0000EFB855BB0B7354C19F550F8EE52740C1,2012,CF001,SELECTA,3103504,ARAGUARI,MG,ATIVA,2000,NA,00.969.790/0005-41,-18.6824,-48.15587,POINT
0101000020E6100000B936548CF31348C058CA32C4B1AE32C0,2013-01-01,4,0101000020110F0000EFB855BB0B7354C19F550F8EE52740C1,2013,CF001,SELECTA,3103504,ARAGUARI,MG,ATIVA,2200,ARY OLEOFAR,00.969.790/0005-41,-18.6824,-48.15587,POINT
0101000020E6100000B936548CF31348C058CA32C4B1AE32C0,2014-01-01,5,0101000020110F0000EFB855BB0B7354C19F550F8EE52740C1,2014,CF001,SELECTA,3103504,ARAGUARI,MG,ATIVA,2200,NA,00.969.790/0005-41,-18.6824,-48.15587,POINT
0101000020E6100000B936548CF31348C058CA32C4B1AE32C0,2015-01-01,6,0101000020110F0000EFB855BB0B7354C19F550F8EE52740C1,2015,CF001,SELECTA,3103504,ARAGUARI,MG,ATIVA,2200,NA,00.969.790/0005-41,-18.6824,-48.15587,POINT
0101000020E6100000B936548CF31348C058CA32C4B1AE32C0,2016-01-01,7,0101000020110F0000EFB855BB0B7354C19F550F8EE52740C1,2016,CF001,SELECTA,3103504,ARAGUARI,MG,ATIVA,2200,ARY OLEOFAR,00.969.790/0005-41,-18.6824,-48.15587,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2005-01-01,8,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2005,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2200,NA,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2006-01-01,9,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2006,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2200,NA,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2007-01-01,10,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2007,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2200,HINRICHSEN,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2008-01-01,11,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2008,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2200,NA,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2009-01-01,12,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2009,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2200,NA,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2010-01-01,13,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2010,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2500,HINRICHSEN,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2011-01-01,14,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2011,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2500,NA,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2012-01-01,15,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2012,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2500,HINRICHSEN,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2013-01-01,16,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2013,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2500,HINRICHSEN,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2014-01-01,17,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2014,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,2500,NA,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2015-01-01,18,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2015,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,3500,HINRICHSEN,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E610000046459C4EB2AF48C08227E3CE3B8E39C0,2016-01-01,19,0101000020110F0000F488D7FA51F754C144819CB4477646C1,2016,CF002,IMCOPA,4101804,ARAUCARIA,PR,ATIVA,3500,ARY OLEOFAR,78.571.411/0001-24,-25.5556001,-49.372629,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2005-01-01,20,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2005,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,NA,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2006-01-01,21,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2006,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,NA,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2007-01-01,22,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2007,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,HINRICHSEN / ARY OLEOFAR,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2008-01-01,23,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2008,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,NA,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2009-01-01,24,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2009,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,NA,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2010-01-01,25,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2010,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,HINRICHSEN / ARY OLEOFAR,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2011-01-01,26,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2011,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,NA,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2012-01-01,27,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2012,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,HINRICHSEN / ARY OLEOFAR,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2013-01-01,28,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2013,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,HINRICHSEN / ARY OLEOFAR,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2014-01-01,29,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2014,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,NA,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2015-01-01,30,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2015,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,HINRICHSEN,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E61000002A029CDEC53D48C03621AD31E8EE34C0,2016-01-01,31,0101000020110F00001F6D299D909654C1D3ED8F68173042C1,2016,CF003,GRANOL,3506102,BEBEDOURO,SP,ATIVA,1500,ARY OLEOFAR,50.290.329/0048-76,-20.9332305,-48.482601,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2005-01-01,32,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2005,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2006-01-01,33,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2006,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2007-01-01,34,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2007,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2008-01-01,35,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2008,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2009-01-01,36,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2009,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2010-01-01,37,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2010,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2011-01-01,38,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2011,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2012-01-01,39,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2012,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2013-01-01,40,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2013,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,ARY OLEOFAR,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2014-01-01,41,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2014,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,NA,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2015-01-01,42,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2015,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,1500,HINRICHSEN,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000289B7285776D4AC087C43D963E0C3EC0,2016-01-01,43,0101000020110F0000CBB907C4E97156C136E8A1B6E1C64AC1,2016,CF005,GRANOL,4303004,CACHOEIRA DO SUL,RS,ATIVA,2000,ARY OLEOFAR,50.290.329/0061-43,-30.04783,-52.85521,POINT
0101000020E6100000FD4D2844C0A94AC07E00529B38A138C0,2013-01-01,44,0101000020110F000077F806CD1CA556C1075D6E22019845C1,2013,CF006,COPACOL,4103453,CAFELANDIA,PR,ATIVA,1800,NA,76.093.731/0037-00,-24.62977,-53.32618,POINT
0101000020E6100000FD4D2844C0A94AC07E00529B38A138C0,2014-01-01,45,0101000020110F000077F806CD1CA556C1075D6E22019845C1,2014,CF006,COPACOL,4103453,CAFELANDIA,PR,ATIVA,1800,NA,76.093.731/0037-00,-24.62977,-53.32618,POINT
0101000020E6100000FD4D2844C0A94AC07E00529B38A138C0,2015-01-01,46,0101000020110F000077F806CD1CA556C1075D6E22019845C1,2015,CF006,COPACOL,4103453,CAFELANDIA,PR,ATIVA,1800,NA,76.093.731/0037-00,-24.62977,-53.32618,POINT
0101000020E6100000FD4D2844C0A94AC07E00529B38A138C0,2016-01-01,47,0101000020110F000077F806CD1CA556C1075D6E22019845C1,2016,CF006,COPACOL,4103453,CAFELANDIA,PR,ATIVA,1800,NA,76.093.731/0037-00,-24.62977,-53.32618,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2005-01-01,48,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2005,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,NA,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2006-01-01,49,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2006,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,NA,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2007-01-01,50,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2007,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,HINRICHSEN,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2008-01-01,51,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2008,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,NA,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2009-01-01,52,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2009,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,NA,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2010-01-01,53,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2010,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,HINRICHSEN,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2011-01-01,54,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2011,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,NA,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2012-01-01,55,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2012,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,HINRICHSEN,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2013-01-01,56,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2013,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,1800,HINRICHSEN,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2014-01-01,57,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2014,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,2400,INTERPOLATED - NO INFORMATION,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2015-01-01,58,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2015,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,3000,HINRICHSEN,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E61000004D840D4FAF2C4AC0D49AE61DA71838C0,2016-01-01,59,0101000020110F0000377CF3C9E43A56C18D8C7B8AAD1845C1,2016,CF007,COAMO,4104303,CAMPO MOURAO,PR,ATIVA,3000,ARY OLEOFAR,75.904.383/0006-36,-24.0963,-52.3491,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2005-01-01,60,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2005,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,NA,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2006-01-01,61,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2006,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,NA,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2007-01-01,62,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2007,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,HINRICHSEN,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2008-01-01,63,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2008,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,NA,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2009-01-01,64,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2009,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,NA,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2010-01-01,65,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2010,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,HINRICHSEN,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2011-01-01,66,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2011,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,NA,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2012-01-01,67,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2012,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,HINRICHSEN,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2013-01-01,68,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2013,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,1500,HINRICHSEN / ARY OLEOFAR,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2014-01-01,69,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2014,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,2000,INTERPOLATED - NO INFORMATION,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2015-01-01,70,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2015,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,2500,HINRICHSEN,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000FC8C0B07429249C0F836FDD98F8C3DC0,2016-01-01,71,0101000020110F00002DBF2029BDB755C1C0418BD8EA494AC1,2016,CF008,BIANCHINI,4304606,CANOAS,RS,ATIVA,2500,ARY OLEOFAR,87.548.020/0002-60,-29.54907,-51.14264,POINT
0101000020E6100000C1560916878F48C0DAC9E028799527C0,2016-01-01,72,0101000020110F0000D0D5D7CDFFDB54C11E1F5CEC362C34C1,2016,CF009,FAZENDAO AGRONEGOCIO,1703867,CARIRI DO TOCANTINS,TO,ATIVA,900,ABIOVE,06.697.576/0003-06,-11.79194,-49.12131,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2005-01-01,73,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2005,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,NA,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2006-01-01,74,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2006,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,NA,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2007-01-01,75,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2007,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,HINRICHSEN,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2008-01-01,76,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2008,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,NA,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2009-01-01,77,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2009,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,NA,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2010-01-01,78,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2010,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,HINRICHSEN,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2011-01-01,79,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2011,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,NA,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2012-01-01,80,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2012,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,HINRICHSEN,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2013-01-01,81,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2013,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,ARY OLEOFAR,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2014-01-01,82,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2014,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,NA,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2015-01-01,83,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2015,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,NA,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E610000088687407B1EB4AC0A1D634EF382539C0,2016-01-01,84,0101000020110F0000EEF85AA31DDD56C16BB4912A971346C1,2016,CF010,COOPERATIVA AGROINDUSTRIAL LAR,4105300,CEU AZUL,PR,ATIVA,1500,ARY OLEOFAR,77.752.293/0012-40,-25.1454,-53.84134,POINT
0101000020E6100000BA313D61894F4AC04B21904B1C153BC0,2005-01-01,85,0101000020110F000078FB7D4E7E5856C1EB6DDE18A9E847C1,2005,CF011,COOPERALFA,4204202,CHAPECO,SC,ATIVA,700,NA,83.305.235/0120-44,-27.082463,-52.62138,POINT
0101000020E6100000BA313D61894F4AC04B21904B1C153BC0,2006-01-01,86,0101000020110F000078FB7D4E7E5856C1EB6DDE18A9E847C1,2006,CF011,COOPERALFA,4204202,CHAPECO,SC,ATIVA,700,NA,83.305.235/0120-44,-27.082463,-52.62138,POINT
0101000020E6100000BA313D61894F4AC04B21904B1C153BC0,2007-01-01,87,0101000020110F000078FB7D4E7E5856C1EB6DDE18A9E847C1,2007,CF011,COOPERALFA,4204202,CHAPECO,SC,ATIVA,700,HINRICHSEN,83.305.235/0120-44,-27.082463,-52.62138,POINT
0101000020E6100000BA313D61894F4AC04B21904B1C153BC0,2008-01-01,88,0101000020110F000078FB7D4E7E5856C1EB6DDE18A9E847C1,2008,CF011,COOPERALFA,4204202,CHAPECO,SC,ATIVA,700,NA,83.305.235/0120-44,-27.082463,-52.62138,POINT
0101000020E6100000BA313D61894F4AC04B21904B1C153BC0,2009-01-01,89,0101000020110F000078FB7D4E7E5856C1EB6DDE18A9E847C1,2009,CF011,COOPERALFA,4204202,CHAPECO,SC,ATIVA,700,NA,83.305.235/0120-44,-27.082463,-52.62138,POINT
0101000020E6100000BA313D61894F4AC04B21904B1C153BC0,2010-01-01,90,0101000020110F000078FB7D4E7E5856C1EB6DDE18A9E847C1,2010,CF011,COOPERALFA,4204202,CHAPECO,SC,ATIVA,700,HINRICHSEN,83.305.235/0120-44,-27.082463,-52.62138,POINT
0101000020E6100000BA313D61894F4AC04B21904B1C153BC0,2011-01-01,91,0101000020110F000078FB7D4E7E5856C1EB6DDE18A9E847C1,2011,CF011,COOPERALFA,4204202,CHAPECO,SC,ATIVA,700,NA,83.305.235/0120-44,-27.082463,-52.62138,POINT
0101000020E6100000BA313D61894F4AC04B21904B1C153BC0,2012-01-01,92,0101000020110F000078FB7D4E7E5856C1EB6DDE18A9E847C1,2012,CF011,COOPERALFA,4204202,CHAPECO,SC,ATIVA,700,HINRICHSEN,83.305.235/0120-44,-27.082463,-52.62138,POINT
