the_geom,cartodb_id,the_geom_webmercator,id,company,year,capacity,state,municipality,geocode,lat,long,resolution
0101000020E6100000C1AA70BD744847C06A0B7BBF4AA037C0,295,0101000020110F0000B512479837C653C1CDE883B7E6A844C1,RF295,REFINO DE OLEOS BRASIL,2010,NA,SP,SÃO CAETANO DO SUL,3548807,-23.6261405635263,-46.5660626220829,MUNICIPALITY
0101000020E6100000C7FD2510414248C0321F831FCD8639C0,296,0101000020110F00004D35FCEC5E9A54C15864F6BB486F46C1,RF296,SADIA,2010,NA,PR,PARANAGUÁ,4118204,-25.526567430031,-48.5176105676178,MUNICIPALITY
0101000020E6100000C6E4BF857BDC49C09FCFAFE2A30936C0,297,0101000020110F00007939E322C7F655C14C952980273243C1,RF297,SINA,2010,NA,SP,SANTO ANASTÁCIO,3547700,-22.0376569442011,-51.7225196063023,MUNICIPALITY
0101000020E61000004E458AB7497047C048919DF9598137C0,298,0101000020110F0000411AFCE30BE853C1CD0519873B8C44C1,RF298,SIOL ALIMENTOS,2010,NA,SP,BARUERI,3505708,-23.5052791604697,-46.8772496628904,MUNICIPALITY
0101000020E6100000D77239BA9A7D47C0A792EB28A1F936C0,299,0101000020110F0000B3C70B2A5BF353C1504CD9C4C80E44C1,RF299,UNILEVER BESTFOOD,2010,NA,SP,VALINHOS,3556206,-22.9751153540734,-46.9812844067107,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,300,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF300,VIDA ALIMENTOS,2010,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,301,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF301,ADM,2009,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,302,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF302,ADM,2009,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,303,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF303,ADM,2009,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E61000007AD516C6ECCB49C001C541ACEA263BC0,304,0101000020110F00004D436B2AB7E855C172709CA6A6F947C1,RF304,ADM,2009,NA,SC,JOAÇABA,4209003,-27.1520183239527,-51.5931632625097,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,305,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF305,ALGAR AGRO,2009,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000FAC54D87D37649C09827BF31634836C0,306,0101000020110F000019F136F370A055C1F4C24434B26B43C1,RF306,ALGODOEIRA PALMEIRENSE,2009,NA,SP,RANCHARIA,3542206,-22.2827635852514,-50.9283303384545,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,307,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF307,BREJEIRO,2009,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,308,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF308,BREJEIRO,2009,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E61000003FFDBCC5AEFE46C0ADB5BA25276328C0,309,0101000020110F000024B393BC8F8753C1B55723E7CBDE34C1,RF309,BUNGE,2009,NA,BA,LUÍS EDUARDO MAGALHÃES,2919553,-12.1936580458085,-45.9897086308288,MUNICIPALITY
0101000020E610000027ED41C5428B41C0FD092079F8DF20C0,310,0101000020110F0000EB43C5C3DBCC4DC1F803A72792C42CC1,RF310,BUNGE,2009,NA,PE,IPOJUCA,2607208,-8.43744257465459,-35.0879751750857,MUNICIPALITY
0101000020E61000001A44B59EFFFE47C055CC4D1D547B30C0,311,0101000020110F0000CB6A5725406154C18D688965E4633CC1,RF311,BUNGE,2009,NA,GO,LUZIÂNIA,5212501,-16.4817522349297,-47.9921759018982,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,312,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF312,BUNGE,2009,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,313,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF313,CARAMURU,2009,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000535E4B07599D47C0F03E60BE098237C0,314,0101000020110F0000138093D5500E54C1C8F53A51DE8C44C1,RF314,CARGILL,2009,NA,SP,MAIRINQUE,3528403,-23.5079611763931,-47.2292794340143,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,315,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF315,CARGILL,2009,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,316,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF316,CARGILL,2009,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,317,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF317,CARGILL,2009,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000EBDFCFDE391C4BC0FA1A83E4DD312EC0,318,0101000020110F0000B0F3460F560657C16788E93E4BF239C1,RF318,CARGILL,2009,NA,MT,PRIMAVERA DO LESTE,5107040,-15.0973960313836,-54.2205160632146,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,319,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF319,CEREAL,2009,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E61000006118A7B6066547C0A795941C5C8737C0,320,0101000020110F00000F2FD55A7BDE53C1FB24CE32CC9144C1,RF320,CLARION,2009,NA,SP,OSASCO,3534401,-23.5287492621188,-46.7892673793692,MUNICIPALITY
0101000020E61000008FE033D09B304AC0D2D6D1B96D1A38C0,321,0101000020110F000089BC33EA393E56C1F41E1682541A45C1,RF321,COAMO,2009,NA,PR,CAMPO MOURÃO,4104303,-24.1032367837241,-52.3797550442988,MUNICIPALITY
0101000020E61000006D23A202E1FB49C0DE7FFB80A46637C0,322,0101000020110F0000F2509160711156C1343D4583817344C1,RF322,COCAMAR,2009,NA,PR,MARINGÁ,4115200,-23.4009476293576,-51.9678042689983,MUNICIPALITY
0101000020E61000008C73C68DC3BB4AC076AD9B66117331C0,323,0101000020110F000065083B2B69B456C15015D508DB1B3EC1,RF323,LUIS DREYFUS COMMODITIES BRASIL,2009,NA,MT,ALTO ARAGUAIA,5100300,-17.4494842653343,-53.4669053286553,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,324,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF324,LUIS DREYFUS COMMODITIES BRASIL,2009,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E61000002A8D5B6CB1DD49C0E8003407E6E831C0,325,0101000020110F0000078ECB55CEF755C1C4BB9FCDECED3EC1,RF325,LUIS DREYFUS COMMODITIES BRASIL,2009,NA,GO,JATAÍ,5211909,-17.9097599508249,-51.7319770285633,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,326,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF326,COMIGO,2009,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E61000003CF1DA3BCF5E45C0B009A318FA6814C0,327,0101000020110F00002EE546385C2652C17F2FEAAE735B21C1,RF327,DUREINO,2009,NA,PI,TERESINA,2211001,-5.10251654143433,-42.7406992739729,MUNICIPALITY
0101000020E61000001E235C3D6E4449C0B89FE89C81F235C0,328,0101000020110F000043A2A2E1A37555C1F00A97FCF61C43C1,RF328,GRANOL,2009,NA,SP,TUPÃ,3555000,-21.9472902362756,-50.5346142482651,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,329,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF329,GRANOL,2009,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E610000025B66F37604148C057949167C1F034C0,330,0101000020110F0000D484A7F69F9954C1670CADB7C53142C1,RF330,GRANOL,2009,NA,SP,BEBEDOURO,3506102,-20.9404511194628,-48.5107487960306,MUNICIPALITY
0101000020E61000003AF3C8AD82B848C0D8B3339ACD9B39C0,331,0101000020110F00006D142E51CEFE54C13F0C03A90E8346C1,RF331,IMCOPA,2009,NA,PR,ARAUCÁRIA,4101804,-25.608605992911,-49.441488001938,MUNICIPALITY
0101000020E61000008118FA7064A449C090A76AB3042E37C0,332,0101000020110F0000B1AAD2F623C755C1D109EDFF253F44C1,RF332,IMCOPA,2009,NA,PR,CAMBÉ,4103701,-23.1797592292201,-51.2843152257128,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,333,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF333,OLVEBASA,2009,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E6100000CEB22364DDBF49C03FBA993609143EC0,334,0101000020110F000031E7F80C79DE55C151E73A1087CE4AC1,RF334,OLVEBRA,2009,NA,RS,ELDORADO DO SUL,4306767,-30.0782655835449,-51.498943822318,MUNICIPALITY
0101000020E6100000C1AA70BD744847C06A0B7BBF4AA037C0,335,0101000020110F0000B512479837C653C1CDE883B7E6A844C1,RF335,REFINO DE OLEOS BRASIL,2009,NA,SP,SÃO CAETANO DO SUL,3548807,-23.6261405635263,-46.5660626220829,MUNICIPALITY
0101000020E6100000C7FD2510414248C0321F831FCD8639C0,336,0101000020110F00004D35FCEC5E9A54C15864F6BB486F46C1,RF336,SADIA,2009,NA,PR,PARANAGUÁ,4118204,-25.526567430031,-48.5176105676178,MUNICIPALITY
0101000020E6100000C6E4BF857BDC49C09FCFAFE2A30936C0,337,0101000020110F00007939E322C7F655C14C952980273243C1,RF337,SINA,2009,NA,SP,SANTO ANASTÁCIO,3547700,-22.0376569442011,-51.7225196063023,MUNICIPALITY
0101000020E61000004E458AB7497047C048919DF9598137C0,338,0101000020110F0000411AFCE30BE853C1CD0519873B8C44C1,RF338,SIOL ALIMENTOS,2009,NA,SP,BARUERI,3505708,-23.5052791604697,-46.8772496628904,MUNICIPALITY
0101000020E6100000D77239BA9A7D47C0A792EB28A1F936C0,339,0101000020110F0000B3C70B2A5BF353C1504CD9C4C80E44C1,RF339,UNILEVER BESTFOOD,2009,NA,SP,VALINHOS,3556206,-22.9751153540734,-46.9812844067107,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,340,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF340,VIDA ALIMENTOS,2009,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,341,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF341,ABC-INCO,2008,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,342,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF342,ADM,2008,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,343,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF343,ADM,2008,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,344,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF344,ADM,2008,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E61000007AD516C6ECCB49C001C541ACEA263BC0,345,0101000020110F00004D436B2AB7E855C172709CA6A6F947C1,RF345,ADM,2008,NA,SC,JOAÇABA,4209003,-27.1520183239527,-51.5931632625097,MUNICIPALITY
0101000020E6100000FAC54D87D37649C09827BF31634836C0,346,0101000020110F000019F136F370A055C1F4C24434B26B43C1,RF346,ALGODOEIRA PALMEIRENSE,2008,NA,SP,RANCHARIA,3542206,-22.2827635852514,-50.9283303384545,MUNICIPALITY
0101000020E61000009A5DCE6BEA394AC09A511A70DB443CC0,347,0101000020110F000001B7E476214656C1A697EBD8F70B49C1,RF347,BERTOL,2008,NA,RS,PASSO FUNDO,4314100,-28.2689733566527,-52.4524664647717,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,348,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF348,BREJEIRO,2008,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,349,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF349,BREJEIRO,2008,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E61000003FFDBCC5AEFE46C0ADB5BA25276328C0,350,0101000020110F000024B393BC8F8753C1B55723E7CBDE34C1,RF350,BUNGE,2008,NA,BA,LUÍS EDUARDO MAGALHÃES,2919553,-12.1936580458085,-45.9897086308288,MUNICIPALITY
0101000020E610000027ED41C5428B41C0FD092079F8DF20C0,351,0101000020110F0000EB43C5C3DBCC4DC1F803A72792C42CC1,RF351,BUNGE,2008,NA,PE,IPOJUCA,2607208,-8.43744257465459,-35.0879751750857,MUNICIPALITY
0101000020E61000001A44B59EFFFE47C055CC4D1D547B30C0,352,0101000020110F0000CB6A5725406154C18D688965E4633CC1,RF352,BUNGE,2008,NA,GO,LUZIÂNIA,5212501,-16.4817522349297,-47.9921759018982,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,353,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF353,BUNGE,2008,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,354,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF354,CARAMURU,2008,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000535E4B07599D47C0F03E60BE098237C0,355,0101000020110F0000138093D5500E54C1C8F53A51DE8C44C1,RF355,CARGILL,2008,NA,SP,MAIRINQUE,3528403,-23.5079611763931,-47.2292794340143,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,356,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF356,CARGILL,2008,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,357,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF357,CARGILL,2008,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,358,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF358,CARGILL,2008,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,359,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF359,CEREAL,2008,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E61000008FE033D09B304AC0D2D6D1B96D1A38C0,360,0101000020110F000089BC33EA393E56C1F41E1682541A45C1,RF360,COAMO,2008,NA,PR,CAMPO MOURÃO,4104303,-24.1032367837241,-52.3797550442988,MUNICIPALITY
0101000020E61000006D23A202E1FB49C0DE7FFB80A46637C0,361,0101000020110F0000F2509160711156C1343D4583817344C1,RF361,COCAMAR,2008,NA,PR,MARINGÁ,4115200,-23.4009476293576,-51.9678042689983,MUNICIPALITY
0101000020E61000008C73C68DC3BB4AC076AD9B66117331C0,362,0101000020110F000065083B2B69B456C15015D508DB1B3EC1,RF362,LUIS DREYFUS COMMODITIES BRASIL,2008,NA,MT,ALTO ARAGUAIA,5100300,-17.4494842653343,-53.4669053286553,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,363,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF363,LUIS DREYFUS COMMODITIES BRASIL,2008,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E61000002A8D5B6CB1DD49C0E8003407E6E831C0,364,0101000020110F0000078ECB55CEF755C1C4BB9FCDECED3EC1,RF364,LUIS DREYFUS COMMODITIES BRASIL,2008,NA,GO,JATAÍ,5211909,-17.9097599508249,-51.7319770285633,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,365,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF365,COMIGO,2008,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E61000003CF1DA3BCF5E45C0B009A318FA6814C0,366,0101000020110F00002EE546385C2652C17F2FEAAE735B21C1,RF366,DUREINO,2008,NA,PI,TERESINA,2211001,-5.10251654143433,-42.7406992739729,MUNICIPALITY
0101000020E61000001E235C3D6E4449C0B89FE89C81F235C0,367,0101000020110F000043A2A2E1A37555C1F00A97FCF61C43C1,RF367,GRANOL,2008,NA,SP,TUPÃ,3555000,-21.9472902362756,-50.5346142482651,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,368,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF368,GRANOL,2008,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E610000025B66F37604148C057949167C1F034C0,369,0101000020110F0000D484A7F69F9954C1670CADB7C53142C1,RF369,GRANOL,2008,NA,SP,BEBEDOURO,3506102,-20.9404511194628,-48.5107487960306,MUNICIPALITY
0101000020E61000003AF3C8AD82B848C0D8B3339ACD9B39C0,370,0101000020110F00006D142E51CEFE54C13F0C03A90E8346C1,RF370,IMCOPA,2008,NA,PR,ARAUCÁRIA,4101804,-25.608605992911,-49.441488001938,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,371,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF371,OLVEBASA,2008,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E6100000CEB22364DDBF49C03FBA993609143EC0,372,0101000020110F000031E7F80C79DE55C151E73A1087CE4AC1,RF372,OLVEBRA,2008,NA,RS,ELDORADO DO SUL,4306767,-30.0782655835449,-51.498943822318,MUNICIPALITY
0101000020E6100000C1AA70BD744847C06A0B7BBF4AA037C0,373,0101000020110F0000B512479837C653C1CDE883B7E6A844C1,RF373,REFINO DE OLEOS BRASIL,2008,NA,SP,SÃO CAETANO DO SUL,3548807,-23.6261405635263,-46.5660626220829,MUNICIPALITY
0101000020E61000006118A7B6066547C0A795941C5C8737C0,374,0101000020110F00000F2FD55A7BDE53C1FB24CE32CC9144C1,RF374,RUBI / CLARION,2008,NA,SP,OSASCO,3534401,-23.5287492621188,-46.7892673793692,MUNICIPALITY
0101000020E6100000C7FD2510414248C0321F831FCD8639C0,375,0101000020110F00004D35FCEC5E9A54C15864F6BB486F46C1,RF375,SADIA,2008,NA,PR,PARANAGUÁ,4118204,-25.526567430031,-48.5176105676178,MUNICIPALITY
0101000020E6100000C6E4BF857BDC49C09FCFAFE2A30936C0,376,0101000020110F00007939E322C7F655C14C952980273243C1,RF376,SINA,2008,NA,SP,SANTO ANASTÁCIO,3547700,-22.0376569442011,-51.7225196063023,MUNICIPALITY
0101000020E61000004E458AB7497047C048919DF9598137C0,377,0101000020110F0000411AFCE30BE853C1CD0519873B8C44C1,RF377,SIOL ALIMENTOS,2008,NA,SP,BARUERI,3505708,-23.5052791604697,-46.8772496628904,MUNICIPALITY
0101000020E6100000D77239BA9A7D47C0A792EB28A1F936C0,378,0101000020110F0000B3C70B2A5BF353C1504CD9C4C80E44C1,RF378,UNILEVER BESTFOOD,2008,NA,SP,VALINHOS,3556206,-22.9751153540734,-46.9812844067107,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,379,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF379,VIDA ALIMENTOS,2008,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,380,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF380,ABC-INCO,2007,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,381,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF381,ADM,2007,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,382,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF382,ADM,2007,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,383,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF383,ADM,2007,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E6100000FAC54D87D37649C09827BF31634836C0,384,0101000020110F000019F136F370A055C1F4C24434B26B43C1,RF384,ALGODOEIRA PALMEIRENSE,2007,NA,SP,RANCHARIA,3542206,-22.2827635852514,-50.9283303384545,MUNICIPALITY
0101000020E61000009A5DCE6BEA394AC09A511A70DB443CC0,385,0101000020110F000001B7E476214656C1A697EBD8F70B49C1,RF385,BERTOL,2007,NA,RS,PASSO FUNDO,4314100,-28.2689733566527,-52.4524664647717,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,386,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF386,BREJEIRO,2007,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,387,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF387,BREJEIRO,2007,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E61000003FFDBCC5AEFE46C0ADB5BA25276328C0,388,0101000020110F000024B393BC8F8753C1B55723E7CBDE34C1,RF388,BUNGE,2007,NA,BA,LUÍS EDUARDO MAGALHÃES,2919553,-12.1936580458085,-45.9897086308288,MUNICIPALITY
0101000020E610000027ED41C5428B41C0FD092079F8DF20C0,389,0101000020110F0000EB43C5C3DBCC4DC1F803A72792C42CC1,RF389,BUNGE,2007,NA,PE,IPOJUCA,2607208,-8.43744257465459,-35.0879751750857,MUNICIPALITY
0101000020E61000001A44B59EFFFE47C055CC4D1D547B30C0,390,0101000020110F0000CB6A5725406154C18D688965E4633CC1,RF390,BUNGE,2007,NA,GO,LUZIÂNIA,5212501,-16.4817522349297,-47.9921759018982,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,391,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF391,BUNGE,2007,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,392,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF392,CARAMURU,2007,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000535E4B07599D47C0F03E60BE098237C0,393,0101000020110F0000138093D5500E54C1C8F53A51DE8C44C1,RF393,CARGILL,2007,NA,SP,MAIRINQUE,3528403,-23.5079611763931,-47.2292794340143,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,394,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF394,CARGILL,2007,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,395,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF395,CARGILL,2007,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,396,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF396,CARGILL,2007,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,397,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF397,CARGILL,2007,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,398,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF398,CEREAL,2007,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E61000008FE033D09B304AC0D2D6D1B96D1A38C0,399,0101000020110F000089BC33EA393E56C1F41E1682541A45C1,RF399,COAMO,2007,NA,PR,CAMPO MOURÃO,4104303,-24.1032367837241,-52.3797550442988,MUNICIPALITY
0101000020E61000006D23A202E1FB49C0DE7FFB80A46637C0,400,0101000020110F0000F2509160711156C1343D4583817344C1,RF400,COCAMAR,2007,NA,PR,MARINGÁ,4115200,-23.4009476293576,-51.9678042689983,MUNICIPALITY
0101000020E61000008C73C68DC3BB4AC076AD9B66117331C0,401,0101000020110F000065083B2B69B456C15015D508DB1B3EC1,RF401,LUIS DREYFUS COMMODITIES BRASIL,2007,NA,MT,ALTO ARAGUAIA,5100300,-17.4494842653343,-53.4669053286553,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,402,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF402,LUIS DREYFUS COMMODITIES BRASIL,2007,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E61000002A8D5B6CB1DD49C0E8003407E6E831C0,403,0101000020110F0000078ECB55CEF755C1C4BB9FCDECED3EC1,RF403,LUIS DREYFUS COMMODITIES BRASIL,2007,NA,GO,JATAÍ,5211909,-17.9097599508249,-51.7319770285633,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,404,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF404,COMIGO,2007,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
