the_geom,cartodb_id,the_geom_webmercator,id,company,year,capacity,state,municipality,geocode,lat,long,resolution
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,405,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF405,COMOVE,2007,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E61000006DC306C999B04AC0B7D6705C830739C0,406,0101000020110F00003024AD10EEAA56C1B6D05FE8BAF745C1,RF406,DIPLOMATA,2007,NA,PR,CASCAVEL,4104808,-25.0293481612668,-53.3796931536698,MUNICIPALITY
0101000020E61000003CF1DA3BCF5E45C0B009A318FA6814C0,407,0101000020110F00002EE546385C2652C17F2FEAAE735B21C1,RF407,DUREINO,2007,NA,PI,TERESINA,2211001,-5.10251654143433,-42.7406992739729,MUNICIPALITY
0101000020E61000001E235C3D6E4449C0B89FE89C81F235C0,408,0101000020110F000043A2A2E1A37555C1F00A97FCF61C43C1,RF408,GRANOL,2007,NA,SP,TUPÃ,3555000,-21.9472902362756,-50.5346142482651,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,409,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF409,GRANOL,2007,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E610000025B66F37604148C057949167C1F034C0,410,0101000020110F0000D484A7F69F9954C1670CADB7C53142C1,RF410,GRANOL,2007,NA,SP,BEBEDOURO,3506102,-20.9404511194628,-48.5107487960306,MUNICIPALITY
0101000020E61000003AF3C8AD82B848C0D8B3339ACD9B39C0,411,0101000020110F00006D142E51CEFE54C13F0C03A90E8346C1,RF411,IMCOPA,2007,NA,PR,ARAUCÁRIA,4101804,-25.608605992911,-49.441488001938,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,412,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF412,OLVEBASA,2007,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E6100000CEB22364DDBF49C03FBA993609143EC0,413,0101000020110F000031E7F80C79DE55C151E73A1087CE4AC1,RF413,OLVEBRA,2007,NA,RS,ELDORADO DO SUL,4306767,-30.0782655835449,-51.498943822318,MUNICIPALITY
0101000020E6100000C1AA70BD744847C06A0B7BBF4AA037C0,414,0101000020110F0000B512479837C653C1CDE883B7E6A844C1,RF414,REFINO DE OLEOS BRASIL,2007,NA,SP,SÃO CAETANO DO SUL,3548807,-23.6261405635263,-46.5660626220829,MUNICIPALITY
0101000020E6100000C7FD2510414248C0321F831FCD8639C0,415,0101000020110F00004D35FCEC5E9A54C15864F6BB486F46C1,RF415,SADIA,2007,NA,PR,PARANAGUÁ,4118204,-25.526567430031,-48.5176105676178,MUNICIPALITY
0101000020E6100000C6E4BF857BDC49C09FCFAFE2A30936C0,416,0101000020110F00007939E322C7F655C14C952980273243C1,RF416,SINA,2007,NA,SP,SANTO ANASTÁCIO,3547700,-22.0376569442011,-51.7225196063023,MUNICIPALITY
0101000020E61000004E458AB7497047C048919DF9598137C0,417,0101000020110F0000411AFCE30BE853C1CD0519873B8C44C1,RF417,SIOL ALIMENTOS,2007,NA,SP,BARUERI,3505708,-23.5052791604697,-46.8772496628904,MUNICIPALITY
0101000020E6100000D77239BA9A7D47C0A792EB28A1F936C0,418,0101000020110F0000B3C70B2A5BF353C1504CD9C4C80E44C1,RF418,UNILEVER BESTFOOD,2007,NA,SP,VALINHOS,3556206,-22.9751153540734,-46.9812844067107,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,419,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF419,VIDA ALIMENTOS,2007,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E61000006118A7B6066547C0A795941C5C8737C0,420,0101000020110F00000F2FD55A7BDE53C1FB24CE32CC9144C1,RF420,RUBI (EX-CENTURIA),2007,NA,SP,OSASCO,3534401,-23.5287492621188,-46.7892673793692,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,421,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF421,ABC-INCO,2006,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,422,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF422,ADM,2006,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,423,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF423,ADM,2006,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,424,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF424,ADM,2006,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E6100000FAC54D87D37649C09827BF31634836C0,425,0101000020110F000019F136F370A055C1F4C24434B26B43C1,RF425,ALGODOEIRA PALMEIRENSE,2006,NA,SP,RANCHARIA,3542206,-22.2827635852514,-50.9283303384545,MUNICIPALITY
0101000020E61000009A5DCE6BEA394AC09A511A70DB443CC0,426,0101000020110F000001B7E476214656C1A697EBD8F70B49C1,RF426,BERTOL,2006,NA,RS,PASSO FUNDO,4314100,-28.2689733566527,-52.4524664647717,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,427,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF427,BREJEIRO,2006,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,428,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF428,BREJEIRO,2006,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E61000003FFDBCC5AEFE46C0ADB5BA25276328C0,429,0101000020110F000024B393BC8F8753C1B55723E7CBDE34C1,RF429,BUNGE,2006,NA,BA,LUÍS EDUARDO MAGALHÃES,2919553,-12.1936580458085,-45.9897086308288,MUNICIPALITY
0101000020E610000027ED41C5428B41C0FD092079F8DF20C0,430,0101000020110F0000EB43C5C3DBCC4DC1F803A72792C42CC1,RF430,BUNGE,2006,NA,PE,IPOJUCA,2607208,-8.43744257465459,-35.0879751750857,MUNICIPALITY
0101000020E61000001A44B59EFFFE47C055CC4D1D547B30C0,431,0101000020110F0000CB6A5725406154C18D688965E4633CC1,RF431,BUNGE,2006,NA,GO,LUZIÂNIA,5212501,-16.4817522349297,-47.9921759018982,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,432,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF432,BUNGE,2006,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,433,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF433,CARAMURU,2006,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000535E4B07599D47C0F03E60BE098237C0,434,0101000020110F0000138093D5500E54C1C8F53A51DE8C44C1,RF434,CARGILL,2006,NA,SP,MAIRINQUE,3528403,-23.5079611763931,-47.2292794340143,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,435,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF435,CARGILL,2006,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,436,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF436,CARGILL,2006,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,437,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF437,CARGILL,2006,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,438,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF438,CARGILL,2006,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,439,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF439,CEREAL,2006,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E61000008FE033D09B304AC0D2D6D1B96D1A38C0,440,0101000020110F000089BC33EA393E56C1F41E1682541A45C1,RF440,COAMO,2006,NA,PR,CAMPO MOURÃO,4104303,-24.1032367837241,-52.3797550442988,MUNICIPALITY
0101000020E61000006D23A202E1FB49C0DE7FFB80A46637C0,441,0101000020110F0000F2509160711156C1343D4583817344C1,RF441,COCAMAR,2006,NA,PR,MARINGÁ,4115200,-23.4009476293576,-51.9678042689983,MUNICIPALITY
0101000020E6100000317CEAB58B4343C098E69F4506490EC0,442,0101000020110F000058F28D045D5C50C18AEA213A71BD19C1,RF442,COCENTRAL,2006,NA,CE,FORTALEZA,2304400,-3.78565649408558,-38.5277011294314,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,443,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF443,COMIGO,2006,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,444,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF444,COMOVE,2006,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E61000006DC306C999B04AC0B7D6705C830739C0,445,0101000020110F00003024AD10EEAA56C1B6D05FE8BAF745C1,RF445,DIPLOMATA,2006,NA,PR,CASCAVEL,4104808,-25.0293481612668,-53.3796931536698,MUNICIPALITY
0101000020E61000003CF1DA3BCF5E45C0B009A318FA6814C0,446,0101000020110F00002EE546385C2652C17F2FEAAE735B21C1,RF446,DUREINO,2006,NA,PI,TERESINA,2211001,-5.10251654143433,-42.7406992739729,MUNICIPALITY
0101000020E61000001E235C3D6E4449C0B89FE89C81F235C0,447,0101000020110F000043A2A2E1A37555C1F00A97FCF61C43C1,RF447,GRANOL,2006,NA,SP,TUPÃ,3555000,-21.9472902362756,-50.5346142482651,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,448,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF448,GRANOL,2006,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E610000025B66F37604148C057949167C1F034C0,449,0101000020110F0000D484A7F69F9954C1670CADB7C53142C1,RF449,GRANOL,2006,NA,SP,BEBEDOURO,3506102,-20.9404511194628,-48.5107487960306,MUNICIPALITY
0101000020E61000003AF3C8AD82B848C0D8B3339ACD9B39C0,450,0101000020110F00006D142E51CEFE54C13F0C03A90E8346C1,RF450,IMCOPA,2006,NA,PR,ARAUCÁRIA,4101804,-25.608605992911,-49.441488001938,MUNICIPALITY
0101000020E61000008C73C68DC3BB4AC076AD9B66117331C0,451,0101000020110F000065083B2B69B456C15015D508DB1B3EC1,RF451,LUIS DREYFUS COMMODITIES BRASIL,2006,NA,MT,ALTO ARAGUAIA,5100300,-17.4494842653343,-53.4669053286553,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,452,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF452,LUIS DREYFUS COMMODITIES BRASIL,2006,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E61000002A8D5B6CB1DD49C0E8003407E6E831C0,453,0101000020110F0000078ECB55CEF755C1C4BB9FCDECED3EC1,RF453,LUIS DREYFUS COMMODITIES BRASIL,2006,NA,GO,JATAÍ,5211909,-17.9097599508249,-51.7319770285633,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,454,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF454,OLVEBASA,2006,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E6100000CEB22364DDBF49C03FBA993609143EC0,455,0101000020110F000031E7F80C79DE55C151E73A1087CE4AC1,RF455,OLVEBRA,2006,NA,RS,ELDORADO DO SUL,4306767,-30.0782655835449,-51.498943822318,MUNICIPALITY
0101000020E6100000C1AA70BD744847C06A0B7BBF4AA037C0,456,0101000020110F0000B512479837C653C1CDE883B7E6A844C1,RF456,REFINO DE OLEOS BRASIL,2006,NA,SP,SÃO CAETANO DO SUL,3548807,-23.6261405635263,-46.5660626220829,MUNICIPALITY
0101000020E61000006118A7B6066547C0A795941C5C8737C0,457,0101000020110F00000F2FD55A7BDE53C1FB24CE32CC9144C1,RF457,RUBI (EX-CENTURIA),2006,NA,SP,OSASCO,3534401,-23.5287492621188,-46.7892673793692,MUNICIPALITY
0101000020E6100000C7FD2510414248C0321F831FCD8639C0,458,0101000020110F00004D35FCEC5E9A54C15864F6BB486F46C1,RF458,SADIA,2006,NA,PR,PARANAGUÁ,4118204,-25.526567430031,-48.5176105676178,MUNICIPALITY
0101000020E61000004E458AB7497047C048919DF9598137C0,459,0101000020110F0000411AFCE30BE853C1CD0519873B8C44C1,RF459,SIOL ALIMENTOS,2006,NA,SP,BARUERI,3505708,-23.5052791604697,-46.8772496628904,MUNICIPALITY
0101000020E6100000D77239BA9A7D47C0A792EB28A1F936C0,460,0101000020110F0000B3C70B2A5BF353C1504CD9C4C80E44C1,RF460,UNILEVER BESTFOOD,2006,NA,SP,VALINHOS,3556206,-22.9751153540734,-46.9812844067107,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,461,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF461,VIDA ALIMENTOS,2006,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E61000009A5DCE6BEA394AC09A511A70DB443CC0,462,0101000020110F000001B7E476214656C1A697EBD8F70B49C1,RF462,ZAFFARI,2006,NA,RS,PASSO FUNDO,4314100,-28.2689733566527,-52.4524664647717,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,463,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF463,ABC-INCO,2005,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000DFBCE397BD574BC03A63FDFBC38D30C0,464,0101000020110F000063CD93C3E13857C112AA1BAB8E843CC1,RF464,ADM,2005,NA,MT,RONDONÓPOLIS,5107602,-16.5537717336294,-54.685473428917,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,465,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF465,ADM,2005,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,466,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF466,ADM,2005,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E6100000FAC54D87D37649C09827BF31634836C0,467,0101000020110F000019F136F370A055C1F4C24434B26B43C1,RF467,ALGODOEIRA PALMEIRENSE,2005,NA,SP,RANCHARIA,3542206,-22.2827635852514,-50.9283303384545,MUNICIPALITY
0101000020E61000009A5DCE6BEA394AC09A511A70DB443CC0,468,0101000020110F000001B7E476214656C1A697EBD8F70B49C1,RF468,BERTOL,2005,NA,RS,PASSO FUNDO,4314100,-28.2689733566527,-52.4524664647717,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,469,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF469,BREJEIRO,2005,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,470,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF470,BREJEIRO,2005,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E61000003FFDBCC5AEFE46C0ADB5BA25276328C0,471,0101000020110F000024B393BC8F8753C1B55723E7CBDE34C1,RF471,BUNGE,2005,NA,BA,LUÍS EDUARDO MAGALHÃES,2919553,-12.1936580458085,-45.9897086308288,MUNICIPALITY
0101000020E61000002E4490891CED48C058454B6DE3F336C0,472,0101000020110F0000314CFEDF7A2B55C15CEC73167D0944C1,RF472,BUNGE,2005,NA,SP,OURINHOS,3534708,-22.9526890095488,-49.8524333910394,MUNICIPALITY
0101000020E610000027ED41C5428B41C0FD092079F8DF20C0,473,0101000020110F0000EB43C5C3DBCC4DC1F803A72792C42CC1,RF473,BUNGE,2005,NA,PE,IPOJUCA,2607208,-8.43744257465459,-35.0879751750857,MUNICIPALITY
0101000020E61000001A44B59EFFFE47C055CC4D1D547B30C0,474,0101000020110F0000CB6A5725406154C18D688965E4633CC1,RF474,BUNGE,2005,NA,GO,LUZIÂNIA,5212501,-16.4817522349297,-47.9921759018982,MUNICIPALITY
0101000020E61000009215F4D0F51F4BC0B990F06EC5E934C0,475,0101000020110F00005A69DEF1810957C1EB8512F46B2B42C1,RF475,BUNGE,2005,NA,MS,CAMPO GRANDE,5002704,-20.9131688439672,-54.2496892158334,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,476,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF476,CARAMURU,2005,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E6100000535E4B07599D47C0F03E60BE098237C0,477,0101000020110F0000138093D5500E54C1C8F53A51DE8C44C1,RF477,CARGILL,2005,NA,SP,MAIRINQUE,3528403,-23.5079611763931,-47.2292794340143,MUNICIPALITY
0101000020E6100000B82ECD5B762A48C0A152C3071C0733C0,478,0101000020110F0000118FA7162A8654C16181E6E93E7740C1,RF478,CARGILL,2005,NA,MG,UBERLÂNDIA,3170206,-19.0277714588034,-48.3317370178096,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,479,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF479,CARGILL,2005,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,480,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF480,CARGILL,2005,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E610000055CB770487B548C027DEFEE57A5A32C0,481,0101000020110F0000A5493FBD45FC54C103238297EFB83FC1,RF481,CARGILL,2005,NA,GO,ITUMBIARA,5211503,-18.3534377810703,-49.4181829056676,MUNICIPALITY
0101000020E61000006118A7B6066547C0A795941C5C8737C0,482,0101000020110F00000F2FD55A7BDE53C1FB24CE32CC9144C1,RF482,CENTURIA (ATUAL RUBI),2005,NA,SP,OSASCO,3534401,-23.5287492621188,-46.7892673793692,MUNICIPALITY
0101000020E61000008FE033D09B304AC0D2D6D1B96D1A38C0,483,0101000020110F000089BC33EA393E56C1F41E1682541A45C1,RF483,COAMO,2005,NA,PR,CAMPO MOURÃO,4104303,-24.1032367837241,-52.3797550442988,MUNICIPALITY
0101000020E61000006D23A202E1FB49C0DE7FFB80A46637C0,484,0101000020110F0000F2509160711156C1343D4583817344C1,RF484,COCAMAR,2005,NA,PR,MARINGÁ,4115200,-23.4009476293576,-51.9678042689983,MUNICIPALITY
0101000020E6100000317CEAB58B4343C098E69F4506490EC0,485,0101000020110F000058F28D045D5C50C18AEA213A71BD19C1,RF485,COCENTRAL,2005,NA,CE,FORTALEZA,2304400,-3.78565649408558,-38.5277011294314,MUNICIPALITY
0101000020E61000008C73C68DC3BB4AC076AD9B66117331C0,486,0101000020110F000065083B2B69B456C15015D508DB1B3EC1,RF486,COINBRA,2005,NA,MT,ALTO ARAGUAIA,5100300,-17.4494842653343,-53.4669053286553,MUNICIPALITY
0101000020E6100000AF66996F570A49C0FC212549C32339C0,487,0101000020110F00007BEA631A4E4455C183EDD49C381246C1,RF487,COINBRA,2005,NA,PR,PONTA GROSSA,4119905,-25.1396985736519,-50.080793332961,MUNICIPALITY
0101000020E61000002A8D5B6CB1DD49C0E8003407E6E831C0,488,0101000020110F0000078ECB55CEF755C1C4BB9FCDECED3EC1,RF488,COINBRA,2005,NA,GO,JATAÍ,5211909,-17.9097599508249,-51.7319770285633,MUNICIPALITY
0101000020E6100000AED53A73FC8449C08D99164430BD31C0,489,0101000020110F00009B80DB9877AC55C1E670D481EF9F3EC1,RF489,COMIGO,2005,NA,GO,RIO VERDE,5218805,-17.7390177302528,-51.0389541661528,MUNICIPALITY
0101000020E6100000F654E652F2F347C0860BB2DEA7B234C0,490,0101000020110F0000F75F4939DD5754C180A461C458F941C1,RF490,COMOVE,2005,NA,SP,ORLÂNDIA,3534302,-20.6978739914589,-47.9058326363246,MUNICIPALITY
0101000020E61000003CF1DA3BCF5E45C0B009A318FA6814C0,491,0101000020110F00002EE546385C2652C17F2FEAAE735B21C1,RF491,DUREINO,2005,NA,PI,TERESINA,2211001,-5.10251654143433,-42.7406992739729,MUNICIPALITY
0101000020E61000001E235C3D6E4449C0B89FE89C81F235C0,492,0101000020110F000043A2A2E1A37555C1F00A97FCF61C43C1,RF492,GRANOL,2005,NA,SP,TUPÃ,3555000,-21.9472902362756,-50.5346142482651,MUNICIPALITY
0101000020E610000035D114CF9E7C48C0BBA117ED634A30C0,493,0101000020110F000047FB84F4F0CB54C1957343093F0D3CC1,RF493,GRANOL,2005,NA,GO,ANÁPOLIS,5201108,-16.2905872519202,-48.9735964633605,MUNICIPALITY
0101000020E610000025B66F37604148C057949167C1F034C0,494,0101000020110F0000D484A7F69F9954C1670CADB7C53142C1,RF494,GRANOL,2005,NA,SP,BEBEDOURO,3506102,-20.9404511194628,-48.5107487960306,MUNICIPALITY
0101000020E61000003AF3C8AD82B848C0D8B3339ACD9B39C0,495,0101000020110F00006D142E51CEFE54C13F0C03A90E8346C1,RF495,IMCOPA,2005,NA,PR,ARAUCÁRIA,4101804,-25.608605992911,-49.441488001938,MUNICIPALITY
0101000020E6100000527D7BA88FC246C0579E3904190528C0,496,0101000020110F00003677F50E805453C1B1F89E8A198D34C1,RF496,OLVEBASA,2005,NA,BA,BARREIRAS,2903201,-12.0099564857802,-45.5200090983368,MUNICIPALITY
0101000020E6100000CEB22364DDBF49C03FBA993609143EC0,497,0101000020110F000031E7F80C79DE55C151E73A1087CE4AC1,RF497,OLVEBRA,2005,NA,RS,ELDORADO DO SUL,4306767,-30.0782655835449,-51.498943822318,MUNICIPALITY
0101000020E61000008EFF7AD13D9049C015C119BAA5013BC0,498,0101000020110F0000090C76BE06B655C1A29571DF19D647C1,RF498,PERDIGAO,2005,NA,SC,VIDEIRA,4219309,-27.0064350426556,-51.1268865442827,MUNICIPALITY
0101000020E6100000C1AA70BD744847C06A0B7BBF4AA037C0,499,0101000020110F0000B512479837C653C1CDE883B7E6A844C1,RF499,REFINO DE OLEOS BRASIL,2005,NA,SP,SÃO CAETANO DO SUL,3548807,-23.6261405635263,-46.5660626220829,MUNICIPALITY
0101000020E6100000C7FD2510414248C0321F831FCD8639C0,500,0101000020110F00004D35FCEC5E9A54C15864F6BB486F46C1,RF500,SADIA,2005,NA,PR,PARANAGUÁ,4118204,-25.526567430031,-48.5176105676178,MUNICIPALITY
0101000020E61000004E458AB7497047C048919DF9598137C0,501,0101000020110F0000411AFCE30BE853C1CD0519873B8C44C1,RF501,SIOL ALIMENTOS,2005,NA,SP,BARUERI,3505708,-23.5052791604697,-46.8772496628904,MUNICIPALITY
0101000020E6100000D77239BA9A7D47C0A792EB28A1F936C0,502,0101000020110F0000B3C70B2A5BF353C1504CD9C4C80E44C1,RF502,UNILEVER BESTFOOD,2005,NA,SP,VALINHOS,3556206,-22.9751153540734,-46.9812844067107,MUNICIPALITY
0101000020E6100000EE811D4BF55247C011B9F2B66BA637C0,503,0101000020110F000040D6EDFB22CF53C15A60D24895AE44C1,RF503,VIDA ALIMENTOS,2005,NA,SP,SÃO PAULO,3550308,-23.6500810949884,-46.6481107610779,MUNICIPALITY
0101000020E61000009A5DCE6BEA394AC09A511A70DB443CC0,504,0101000020110F000001B7E476214656C1A697EBD8F70B49C1,RF504,ZAFFARI,2005,NA,RS,PASSO FUNDO,4314100,-28.2689733566527,-52.4524664647717,MUNICIPALITY
